ID,Corporation,Handle,Text,Datetime,Hashtags,BLM,Juneteenth,Money,Formal Statement
1280876689753432065,CVS Health,cvspharmacy,"While we know that CVS Health alone cannot erase the toll that 400 years of institutionalized racism and  discrimination has taken on the Black community, we recognize that we have a role to play in living up to the potential the future holds.",2020-07-08 14:49:35,,False,False,True,False
1271467972360572928,CVS Health,cvspharmacy,"The senseless deaths of George Floyd, Ahmaud Arbery, Breonna Taylor and many others point to the harsh reality of systemic racism. Over the last two weeks, we’ve opened doors to new and honest conversations both inside and outside of our company to help shape our plan of action. https://t.co/gDxvpRWukL",2020-06-12 15:42:42,,False,False,False,False
1267507514247168000,CVS Health,cvspharmacy,"We are deeply disturbed by what unfolded in Minneapolis last week and saddened to see the pain, frustration and anguish boil over in our communities following the death of George Floyd. Click to read the full note from CVS Health CEO, Larry Merlo.",2020-06-01 17:25:15,,False,False,False,True
1267794235601928193,UnitedHealth Group,UnitedHealthGrp,"Our hearts are heavy with the tragic death of George Floyd. We’re doing our part to help create a more equitable society by establishing an educational trust for his children, donating $10M to help Twin Cities businesses rebuild and advance equity &amp; inclusivity efforts.",2020-06-02 12:24:34,,False,False,True,False
1267797351877484544,UnitedHealth Group,StarTribune,RT @StarTribune: UnitedHealth Group said it will pay for the college education of #GeorgeFloyd's children and donate more than $10 million…,2020-06-02 12:36:57,GeorgeFloyd,False,False,True,False
1273993996155727873,McKesson,McKesson,"Today, employees will come together for a virtual Juneteenth celebration to learn more about the observance’s roots. We continue to learn from one another to help us grow as a culture of empathy, compassion and inclusion. https://t.co/1luEQLDHyQ
#TeamMcKesson #InclusionMatters https://t.co/QtiUgjM1pk",2020-06-19 15:00:13,TeamMcKesson;InclusionMatters,False,True,False,False
1267546491494838277,McKesson,McKesson,A Message from McKesson CEO Brian Tyler: https://t.co/LVCOuPM7It,2020-06-01 20:00:08,,False,False,False,True
1271560467874328576,AT&T,ATT,Black lives matter and we have a moral and business obligation to engage on this fundamental issue of equality and fairness. Here's how we'll drive change through action: https://t.co/AtgEArLUAK https://t.co/ijlLL9oyOw,2020-06-12 21:50:14,,True,False,False,False
1267195460143513606,AT&T,ATT,Our advocacy toward equality and inclusivity continues today and will for the future. https://t.co/gpMYSXKTX2,2020-05-31 20:45:15,,False,False,False,False
1267842530994843648,AT&T,ATT,#blackouttuesday https://t.co/nP0Qz4aSwX,2020-06-02 15:36:29,blackouttuesday,False,False,False,False
1268368361781485568,AT&T,ATT,https://t.co/97CD8sGH7J,2020-06-04 02:25:57,,False,False,False,False
1268368808336449536,AT&T,ATT,"I love this quote because it means what affects one inadvertently affects us all. Injustice to anyone should compel us to stand together, it’s what makes us human. @CommQueenCher https://t.co/G2aCi7n3wW",2020-06-04 02:27:43,,False,False,False,False
1268653794297909248,AT&T,ATT,"""The time to have a conversation is now. Pick up the phone, send that text. It’s the only way we can all move forward together."" @aniekaninoyo https://t.co/RNcbBqyLwB",2020-06-04 21:20:09,,False,False,False,False
1268654427105189892,AT&T,ATT,"""You have a voice — use it, speak up and speak out. Understanding and support is only gained through healthy dialogue."" @aniekaninoyo https://t.co/fA5EljyuPf",2020-06-04 21:22:40,,False,False,False,False
1269009802522288134,AT&T,ATT,"“It’s been a hard week, but I’m hopeful for change. I’m hopeful because I’m seeing people from different backgrounds come together.” - @CharlesBassett, Lead Public Relations Manager https://t.co/6i5ViZGQp1",2020-06-05 20:54:48,,False,False,False,False
1269014968764002305,AT&T,ATT,“I do believe—us all working together—we can make change happen.” - @CharlesBassett https://t.co/dUqfSauWHe,2020-06-05 21:15:20,,False,False,False,False
1269374019716800512,AT&T,ATT,"“On this journey to eradicate racial injustice, let’s make sure that our actions are not only a mere rest stop along the way, but rather a landmark for change. And let us arrive the only way possible – TOGETHER.” – Mary https://t.co/qmA5S7Q7fb",2020-06-06 21:02:04,,False,False,False,False
1269389639032270849,AT&T,ATT,“I am a proud Black woman. Always be your authentic self — it’s the best gift you can give to this world!” – Mary https://t.co/Wdty5ZBwzd,2020-06-06 22:04:08,,False,False,False,False
1269691113725497345,AT&T,ATT,“Social media has the power to help change the narrative. I’m thankful for each company and influencer that decided to take a stand against injustice. What a powerful message we are sending to the next generation.” – Brandi @brandiunique https://t.co/vN7zDT6qmT,2020-06-07 18:02:05,,False,False,False,False
1269706252730302464,AT&T,ATT,“Social media is powerful and our children are watching us. Use your platform to spread love not hate.” – Brandi @brandiunique https://t.co/jUjw0o2RQ0,2020-06-07 19:02:15,,False,False,False,False
1270161433028788225,AT&T,ATT,"“Continue to have tough conversations, but most importantly ask yourself what actions will you take afterwards.” – Keathen @Mr_Keathen https://t.co/IxiS4YXZXH",2020-06-09 01:10:58,,False,False,False,False
1270168677120278528,AT&T,ATT,“What will you do when the conversation is over?” – Keathen @Mr_Keathen https://t.co/dwrFZKLXwx,2020-06-09 01:39:45,,False,False,False,False
1270469205838622720,AT&T,ATT,"To: Racism, Injustice &amp; Insensitivity⠀
RE: We are done.⠀
From: The End

–David @dcw6211 https://t.co/XSYS7y0fkS",2020-06-09 21:33:57,,False,False,False,False
1270482803134611458,AT&T,ATT,“Dreams are realized through passion and persistence.” –David @dcw6211 https://t.co/A8AlQk33ZN,2020-06-09 22:27:59,,False,False,False,False
1270785922129264640,AT&T,ATT,"“There comes a time when one must take a position that is neither safe, nor politic, nor popular, but he must take it because conscience tells him it is right.” – Martin Luther King, Jr. https://t.co/8bltnKeVr0",2020-06-10 18:32:28,,False,False,False,False
1270795511646138368,AT&T,ATT,“I love my culture and I embrace it fully.” – Marlissa @blkgyrlfly https://t.co/DR6vqamqcs,2020-06-10 19:10:34,,False,False,False,False
1270883938496471042,AT&T,ATT,"“It is not our differences that divide us. It is our inability to recognize, accept, and celebrate those differences.”  – Audre Lorde https://t.co/ATi9d3Kud9",2020-06-11 01:01:57,,False,False,False,False
1270890845537832960,AT&T,ATT,"“Now is the time to stand up — no matter your race, gender or faith.” – Carolyn @CD_Everything https://t.co/GMsVkRapqS",2020-06-11 01:29:24,,False,False,False,False
1271216067960954880,AT&T,ATT,“I’m hopeful with systemic change and policy change we will see something sustainable in the future.” – Hardmon @HardmonWilliams https://t.co/QmxhbcGkhK,2020-06-11 23:01:43,,False,False,False,False
1271223668366925824,AT&T,ATT,“Love thy Neighbor” – Hardmon @HardmonWilliams https://t.co/TlYqw53uCv,2020-06-11 23:31:55,,False,False,False,False
1271516409370009600,AT&T,ATT,“This can only be solved by all of us standing together.” – Claudia &amp; Aaron @OPSnDNA @aaronmcoleman https://t.co/XWZq6bpHU0,2020-06-12 18:55:10,,False,False,False,False
1271517183277817856,AT&T,attJOBS,"RT @attJOBS: Standing for equality is a fundamental pillar of our people’s values. This month, on social media and out in their communities…",2020-06-12 18:58:14,,False,False,False,False
1271525743193817088,AT&T,ATT,“Resist treating these tragedies like a news cycle and commit to long-term action. Change is uncomfortable and requires all of us to stand and walk together with accountability for specific outcomes.” – Claudia &amp; Aaron @OPSnDNA @aaronmcoleman https://t.co/Qpy4UaKaYw,2020-06-12 19:32:15,,False,False,False,False
1272227307781009408,AT&T,ATT,"“Silence is no longer an option. As a leader, I stand unapologetically for equality and justice, and firmly against systemic racism. I’m challenging everyone to do some introspection and choose to stand courageously for equality, reform, and justice for all.” – Michelle https://t.co/vThEr4RIal",2020-06-14 18:00:01,,False,False,False,False
1272645984430874625,AT&T,ATT,"“Now more than ever, it’s important to keep this momentum going. We all need your voice to be heard.”  – George https://t.co/Z7vBeupnBB",2020-06-15 21:43:41,,False,False,False,False
1272657553457942532,AT&T,ATT,"“As we continue seeking justice and equality in this global coalition, we need more and more allies from all different backgrounds. As we raise our voices to bring about change, we need each and every vote.” – George https://t.co/v7drDjJDKm",2020-06-15 22:29:40,,False,False,False,False
1272945307106463746,AT&T,ATTNEWS,"RT @ATTNEWS: NEW: Our Chairman and CEO, Randall Stephenson, penned an open letter on the Mandate for Equitable Justice to our Federal, Stat…",2020-06-16 17:33:06,,False,False,False,True
1273011824200302592,AT&T,ATT,"""Change starts with each of us. Having courageous and compassionate conversations with family, friends and colleagues about social injustice will increase our collective understanding around racial equality. Let’s all show up for this movement together."" – Felicia https://t.co/M1gbq5AAKy",2020-06-16 21:57:24,,False,False,False,False
1273027691717914625,AT&T,ATT,“Approach challenging conversations with love and courage.” – Felicia https://t.co/PKEMgPp3J1,2020-06-16 23:00:28,,False,False,False,False
1273360032411709441,AT&T,ATT,"“Let’s continue amplifying the voices of the marginalized, because saving Black lives and ending racism shouldn’t be a debate.” – Omani https://t.co/vSjk7Cyl9e",2020-06-17 21:01:04,,False,False,False,False
1273375844241555456,AT&T,ATT,"“If there is no struggle, there is no progress.” – Frederick Douglass https://t.co/JnrRW0MBOh",2020-06-17 22:03:54,,False,False,False,False
1273680452679634945,AT&T,ATT,Wow!! Thanks for living out our values along Michigan Ave. We're loving this message + stunning artwork. https://t.co/IktLtLKmN4,2020-06-18 18:14:18,,True,False,False,False
1273764187227840514,AT&T,ATT,"“Let’s not assume that I don’t love like you, hurt like you, or have dreams like you just because I don’t look like you.” – Angelique https://t.co/8NNhoa8F8Z",2020-06-18 23:47:02,,False,False,False,False
1273806984278495232,AT&T,ATT,"""Let's listen and seek to understand each other, so together we can influence change."" – Angelique https://t.co/E2MNYRL5H4",2020-06-19 02:37:05,,False,False,False,False
1274026385359515648,AT&T,ATT,"At AT&amp;T, we believe in coming together to lift up our communities. We believe we can build a better, more just future together. Believe with us. #ATTBelieves https://t.co/3U8dXGqTfp",2020-06-19 17:08:55,ATTBelieves,False,False,False,False
1274046474184093696,AT&T,ATT,"“As I became older I started to realized the true importance of Juneteenth. It’s a day for us to come together, reflect, and honor the freedom of Black Americans.” – Keysha @KBrad75 https://t.co/u5QNAuB7My",2020-06-19 18:28:44,,False,True,False,False
1274054191422377984,AT&T,ATT,#Juneteenth is a special day that holds a new significance this year. Keysha shares how she’s celebrating and the meaningfulness of this day. https://t.co/qBwCGJ7lcP,2020-06-19 18:59:24,Juneteenth,False,True,False,False
1274083798594973696,AT&T,ATT,"“We’ll be wearing our crowns, highlighting our African culture and what we as a people have to celebrate.” – Victor @VictorLankford4 https://t.co/sHHikhxI7g",2020-06-19 20:57:03,,False,True,False,False
1274092214952398849,AT&T,ATT,“Juneteenth has a special reminder this year that the struggle continues…freedom is not free.” – Victor @VictorLankford4 https://t.co/nsOeYAyGOS,2020-06-19 21:30:30,,False,True,False,False
1274114583095988224,AT&T,WarnerMedia,"RT @WarnerMedia: This #Juneteenth, we celebrate freedom and our ongoing march toward equality. Now more than ever, let’s take a moment to r…",2020-06-19 22:59:23,Juneteenth,False,True,False,False
1274122143853248512,AT&T,WarnerMedia,"RT @WarnerMedia: We believe the enduring power of stories can open our eyes to the world, to each other, and to new perspectives. HBO is am…",2020-06-19 23:29:25,,False,False,False,False
1274190328048701440,AT&T,ATT,"""Growing up in Texas, #Juneteenth was a celebratory time w/ family. As Black people, we had to hold onto times of joy bc the world was saying: you’re not good enough, you don’t belong. But Juneteenth was &amp; is different. It's our day to rejoice.""- David Huntley, AT&amp;T SEVP &amp; CCO https://t.co/UQR29YYxvT",2020-06-20 04:00:22,Juneteenth,False,True,False,False
1274401634081296384,AT&T,ATT,"“To whom much is given, much is required.  Do something that matters.” – Marvy @marvymoore https://t.co/FDZEXLHUV8",2020-06-20 18:00:01,,False,False,False,False
1274416764886175745,AT&T,ATT,"“We have to look at ourselves and our hearts and do something that matters. The one thing we can’t do is sit out the struggle."" – Marvy @marvymoore https://t.co/6g6SEMZpeO",2020-06-20 19:00:08,,False,False,False,False
